RankId,Rank,Song_x,Artist_x,Year,Song_y,Artist_y,Lyrics,Source,LyricsStatus,GeniusLyrics
1,1,Wooly Bully,Sam the Sham and the Pharaohs,1965,wooly bully,sam the sham and the pharaohs,sam the sham miscellaneous wooly bully wooly bully sam the sham  the pharaohs  domingo samudio uno dos one two tres quatro matty told hatty about a thing she saw had two big horns and a wooly jaw wooly bully wooly bully wooly bully wooly bully wooly bully hatty told matty lets dont take no chance lets not belseven come and learn to dance wooly bully wooly bully wooly bully wooly bully wooly bully matty told hatty thats the thing to do get you someone really to pull the wool with you wooly bully wooly bully wooly bully wooly bully wooly bully lseven  the letter l and the number 7 when typed they form a rough square l7 so the lyrics mean lets not be square,3.0,1,"Uno, dos
One, two, tres, quatro
Matty told Hatty about a thing she saw
Had two big horns and a wooly jaw
Wooly bully, wooly bully
Wooly bully, wooly bully, wooly bully
Hatty told Matty: ""Let's don't take no chance
Let's not be *L-seven*, come and learn to dance.""
Wooly bully, wooly bully
Wooly bully, wooly bully, wooly bully
Matty told Hatty: ""That's the thing to do
Get you someone really to pull the wool with you.""
Wooly bully, wooly bully
Wooly bully, wooly bully, wooly bully"
2,2,I Can't Help Myself (Sugar Pie Honey Bunch),Four Tops,1965,i cant help myself sugar pie honey bunch,four tops, sugar pie honey bunch you know that i love you i cant help myself i love you and nobody elsein and out my life you come and you go leaving just your picture behind and i kissed it a thousand timeswhen you snap your finger or wink your eye i come arunning to you im tied to your apron strings and theres nothing that i can docant help myself no i cant help myselfsugar pie honey bunch im weaker than a man should be i cant help myself im a fool in love you seewanna tell you i dont love you tell you that were through and ive tried but every time i see your face i get all choked up insidewhen i call your name girl it starts the flame burning in my heart tearing it all apart no matter how i try my love i cannot hidecause sugar pie honey bunch you know that im weak for you cant help myself i love you and nobody elsesugar pie honey bunch do anything you ask me to cant help myself i want you and nobody elsesugar pie honey bunch you know that i love you i cant help myself i cant help myself ,1.0,1,"Uuh
Sugar pie, honey bunch
You know that I love you
I can't help myself
I love you and nobody else
In and out my life (In and out my life)
You come and you go (You come and you go)
Leaving just your picture behind
And I kissed it a thousand times
When you snap your finger or wink your eye
I come a-running to you
I'm tied to your apron strings
And there's nothing that I can do (Uuh)
Can't help myself (Noo)
No, I can't help myself (Ooh)
Can't
Sugar pie, honey bunch (Sugar pie, honey bunch)
I'm weaker than a man should be
I can't help myself
I'm a fool in love you see
Wanna tell you I don't love you
Tell you that we're through
And I've tried but every time I see your face
I get all choked up inside
When I call your name
Girl, it starts the flame
Burning in my heart, tearing it all apart
No matter how I try, my love I cannot hide
'Cause sugar pie, honey bunch (Sugar pie, honey bunch)
You know that I'm weak for you (Weak for you)
Can't help myself
I love you and nobody else (Uuh)
Sugar pie, honey bunch (Sugar pie, honey bunch)
Do anything you ask me to (Ask me to)
Can't help myself
I want you and nobody else (Uuh)
Sugar pie, honey bunch (Sugar pie, honey bunch)
You know that I love you (Love you)
I can't help myself
No, I can't help myself (Uuh)
Sugar pie, honey bunch (Sugar pie, honey bunch)
You know that I'm weak for you"
3,3,(I Can't Get No) Satisfaction,The Rolling Stones,1965,i cant get no satisfaction,the rolling stones,  ,1.0,1,"I can't get no satisfaction
I can't get no satisfaction
Cause I try and I try and I try and I try
I can't get no, I can't get no

When I'm driving in my car
And that man comes on the radio
And he's telling me more and more
About some useless information
Supposed to fire my imagination
I can't get no, oh no, no, no!
Hey, hey, hey! That's what I'll say!

I can't get no satisfaction
I can't get no satisfaction
'Cause I try, and I try, and I try, and I try
I can't get no, I can't get no

When I'm watching my TV
And a man comes on and tells me
How white my shirts can be
Well he can't be a man cause he doesn't smoke
The same cigarettes as me
I can't get no, oh no, no, no
Hey, hey, hey, that's what I say

I can't get no satisfaction
I can't get no girl reaction
'Cause I try, and I try, and I try, and I try
I can't get no, I can't get no

When I'm riding round the world
And I'm doing this and I'm signing that
And I'm trying to make some girl
Who tells me baby, better come back, maybe next week
'Cause you see, I'm on a losing streak
I can't get no, oh no, no, no
Hey, hey, hey! That's what I'll say!
I can't get no (x3)
I can't get no satisfaction
No satisfaction (x3)
I can't get no"
4,4,You Were on My Mind,We Five,1965,you were on my mind,we five, when i woke up this morning you were on my mind and you were on my mind i got troubles whoaoh i got worries whoaoh i got wounds to bind so i went to the corner just to ease my pains yeah just to ease my pains i got troubles whoaoh i got worries whoaoh i came home again when i woke up this morning you were on my miiiind and you were on my mind i got troubles whoaoh i got worries whoaoh i got wounds to bind and i got a feelin down in my shooooooes said way down in my shooooes yeah i got to ramble whoaoh i got to move on whoaoh i got to walk away my blues when i woke up this morning you were on my mind you were on my mind i got troubles whoaoh i got worries whoaoh i got wounds to bind ,1.0,1,"When I woke up this morning
You were on my mind
And you were on my mind
I got troubles, whoa, oh
I got worries, whoa, oh
I got wounds to bind
So I went to the corner
Just to ease my pain
Said to, just to ease my pain
I got troubles, whoa, oh
I got worries, whoa, oh
I came home again
But I woke up this morning
You were on my mind
And you were on my mind
Yeah, I got troubles, whoa, oh
I got worries, whoa, oh
I got wounds to bind
Hey, I got a feeling
Down in my shoes
Said a-way down in my shoes
Hey, I got to ramble, whoa, oh
I got to move on, whoa, oh
I got to walk away my blues
But I woke up this morning
You were on my mind
And you were on my mind
Hey, I got troubles, whoa, oh
I got worries, whoa, oh
I got wounds to bind"
5,5,You've Lost That Lovin' Feelin',The Righteous Brothers,1965,youve lost that lovin feelin,the righteous brothers, you never close your eyes anymore when i kiss your lips and theres no tenderness like before in your fingertips youre trying hard not to show it but baby baby i know ityou lost that lovin feelin whoa that lovin feelin you lost that lovin feelin now its gone gone gone wohnow theres no welcome look in your eyes when i reach for you and now youre starting to criticize little things i do it makes me just feel like crying cause baby something beautifuls dyinyou lost that lovin feelin whoa that lovin feelin you lost that lovin feelin now its gone gone gone wohbaby baby id get down on my knees for you if you would only love me like you used to do yeah we had a love a love a love you dont find everyday so dont dont dont dont let it slip awaybaby baby baby baby i beg you please please please please i need your love need your love i need your love i need your love so bring it on back so bring it on back bring it on back bring it on backbring back that lovin feelin whoa that lovin feelin bring back that lovin feelin cause its gone gone gone and i cant go on wohbring back that lovin feelin whoa that lovin feelin bring back that lovin feelin cause its gone gone gone ,1.0,1,"You never close your eyes anymore when I kiss your lips
And there's no tenderness like before in your fingertips
You're trying hard not to show it (baby)
But baby, baby I know it

You've lost that lovin' feeling
Whoa, that lovin' feeling
You've lost that lovin' feeling
Now it's gone, gone, gone, whoa

Now there's no welcome look in your eyes when I reach for you
And now you're starting to criticize little things I do
It makes me just feel like crying (baby)
'Cause, baby, something beautiful's dying

You lost that lovin' feeling
Whoa, that lovin' feeling
You've lost that lovin' feeling
Now it's gone, gone, gone, whoa

Baby, baby, I'd get down on my knees for you
If you would only love me like you used to do, yeah
We had a love, a love, a love you don't find everyday
So don't, don't, don't, don't let it slip away
Baby (baby), baby (baby)
I beg of you, please, please
I need your love (I need your love)
I need your love (I need your love)
So bring it on back (So bring it on back)
Bring it on back (so bring it on back)

Bring back that lovin' feeling
Whoa, that lovin' feeling
Bring back that lovin' feeling
Cause it's gone, gone, gone
And I can't go on, no
Bring back that lovin' feeling
Whoa, that lovin' feeling
Bring back that lovin' feeling
Cause it's gone, gone..."
6,6,Downtown,Petula Clark,1965,downtown,petula clark, when youre alone and life is making you lonely you can always go downtown when youve got worries all the noise and the hurry seems to help i know downtownjust listen to the music of the traffic in the city linger on the sidewalk where the neon signs are pretty how can you lose the lights are much brighter there you can forget all your troubles forget all your caresso go downtown things will be great when youre downtown no finer place for sure downtown every things waiting for youdont hang around and let your problems surround you there are movie shows downtown maybe you know some little places to go to where they never close downtownjust listen to the rhythm of a gentle bossa nova youll be dancing with em too before the night is over happy again the lights are much brighter there you can forget all your troubles forget all your caresso go downtown where all the lights are bright downtown waiting for you tonight downtown youre gonna be alright nowdowntownand you may find somebody kind to help and understand you someone who is just like you and needs a gentle hand to guide them along so maybe ill see you there we can forget all our troubles forget all our caresso go downtown things will be great when youre downtown dont wait a minute more downtown everything is waiting for you downtown downtown downtown downtown ,1.0,1,"When you're alone and life is making you lonely
You can always go downtown
When you've got worries, all the noise and the hurry
Seems to help, I know, downtown
Just listen to the music of the traffic in the city
Linger on the sidewalk where the neon signs are pretty
How can you lose?
The lights are much brighter there
You can forget all your troubles, forget all your cares
So go downtown
Things will be great when you're downtown
No finer place for sure, downtown
Everything's waiting for you
Don't hang around and let your problems surround you
There are movie shows downtown
Maybe you know some little places to go to
Where they never close downtown
Just listen to the rhythm of a gentle bossa nova
You'll be dancing with 'em too before the night is over
Happy again
The lights are much brighter there
You can forget all your troubles, forget all your cares
So go downtown
Where all the lights are bright, downtown
Waiting for you tonight, downtown
You're gonna be alright now, downtown
Downtown
Downtown
And you may find somebody kind to help and understand you
Someone who is just like you and needs a gentle hand to
Guide them along
So maybe I'll see you there
We can forget all our troubles, forget all our cares
So go downtown
Things will be great when you're downtown
Don't wait a minute more, downtown
Everything is waiting for you, downtown
Downtown (downtown)
Downtown (downtown)
Downtown (downtown)
Downtown (downtown)"
7,7,Help!,The Beatles,1965,help,the beatles,help i need somebody help not just anybody help you know i need someone help when i was younger so much younger than today i never needed anybodys help in any way but now these days are gone im not so selfassured now i find ive changed my mind and opened up the doors help me if you can im feeling down and i do appreciate you being round help me get my feet back on the ground wont you please please help me and now my life has changed in oh so many ways my independence seems to vanish in the haze but every now and then i feel so insecure i know that i just need you like ive never done before help me if you can im feeling down and i do appreciate you being round help me get my feet back on the ground wont you please please help me when i was younger so much younger than today i never needed anybodys help in any way but now these days are gone im not so selfassured now i find ive changed my mind ive opened up the doors help me if you can im feeling down and i do appreciate you being round help me get my feet back on the ground wont you please please help me help me help me ooo,3.0,1,"(Help!) I need somebody
(Help!) Not just anybody
(Help!) You know I need someone
(Help!)

When I was younger so much younger than today
I never needed anybody's help in any way
But now these days are gone, I'm not so self assured
Now I find I've changed my mind and opened up the doors

Help me if you can, I'm feeling down
And I do appreciate you being 'round
Help me get my feet back on the ground
Won't you please, please help me?

And now my life has changed in oh so many ways
My independence seems to vanish in the haze
But every now and then I feel so insecure
I know that I just need you like I've never done before

Help me if you can, I'm feeling down
And I do appreciate you being 'round
Help me get my feet back on the ground
Won't you please, please help me?

When I was younger, so much younger than today
I never needed anybody's help in any way
But now these days are gone, I'm not so self assured
Now I find I've changed my mind and opened up the doors

Help me if you can, I'm feeling down
And I do appreciate you being 'round
Help me get my feet back on the ground
Won't you please, please help me?
Help me? Help me? Ooh"
8,8,Can't You Hear My Heartbeat,Herman's Hermits,1965,cant you hear my heart beat,hermans hermits,carterlewis every time i see you lookin my way baby baby cant you hear my heartbeat in the car or walking down the highway baby baby cant you hear my heartbeat when you move up closer to me i get a feelin thats ooowee cant you hear the poundin of my heartbeat cause youre the one i love youre the one i love when i feel you put your arms around me baby baby cant you hear my heartbeat then im glad im mighty glad i found you baby baby cant you hear my heartbeat when you asked me to meet your ma i knew that baby wed be going far cant you hear the poundin of my heartbeat cause youre the one i love youre the one i love  rhythm guitar  all my friends are cryin out to meet you baby baby cant you hear my heartbeat nows the time to go and see the preacher baby baby cant you hear my heartbeat wedding bells are gonna chime baby baby youre gonna be mine cant you hear the poundin of my heartbeat cause youre the one i love youre the one i love baby baby cant you hear my heartbeat baby baby cant you hear my heartbeat baby baby cant you hear my heartbeat,5.0,1,"(Carter/Lewis)
Every time I see you lookin' my way
Baby, baby, can't you hear my heartbeat?
In the car or walking down the highway
Baby, baby, can't you hear my heartbeat?
When you move up closer to me
I get a feelin' that's ooo-wee
Can't you hear the poundin' of my heartbeat
'cause you're the one I love, you're the one I love
When I feel you put your arms around me
Baby, baby, can't you hear my heartbeat?
Then I'm glad, I'm mighty glad I found you
Baby, baby, can't you hear my heartbeat?
When you asked me to meet your Ma
I knew that baby, we'd be going far
Can't you hear the poundin' of my heartbeat?
'cause you're the one I love, you're the one I love
------ rhythm guitar ------
All my friends are cryin' out to meet you
Baby, baby, can't you hear my heartbeat?
Now's the time to go and see the preacher
Baby, baby, can't you hear my heartbeat?
Wedding bells are gonna chime
Baby, baby, you're gonna be mine
Can't you hear the poundin' of my heartbeat
'cause you're the one I love, you're the one I love
Baby, baby, can't you hear my heartbeat?
Baby, baby, can't you hear my heartbeat?
Baby, baby, can't you hear my heartbeat?"
9,9,Crying in the Chapel,Elvis Presley,1965,crying in the chapel,elvis presley, you saw me crying in the chapel the tears i shed were tears of joy i know the meaning of contentment i am happy with the lordjust a plain and simple chapel where all bumble people go to pray i prayed the lord that ill grow stronger as i live from day to dayi searched i searched and i searched i searched but i couldnt find no way on earth to gain peace of mindnow im happy in the chapel where people are of one accord one accord yes we gather in the chapel just to sing and praise the lordyoull search and youll search but youll never find no way on earth to find peace of mindtake your troubles to the chapel get down on your knees and pray then your burdens will be lighter and youll surely find the way and youll surely find the way ,1.0,1,"You saw me crying in the chapel
The tears I shed were tears of joy
I know the meaning of contentment
Now I am happy with the Lord
Just a plain and simple chapel
Where humble people go to pray
I pray the Lord that I'll grow stronger
As I live from day to day

I've searched and I've searched
But I couldn't find
No way on earth
To gain peace of mind

Now I'm happy in the chapel
Where people are of one accord
We gather in the chapel
Just to sing and praise the Lord
You'll searched and you'll searched
But you couldn't find
No way on earth
To gain peace of mind

Take your troubles to the chapel
Get down on your knees and pray
Your burdens will be lighter
And you'll surely find the way"
10,10,My Girl,The Temptations,1965,my girl,the temptations,ive got sunshine on a cloudy day when its cold outside ive got the moth of may well i guess you say what can make me feel this way my girl talkin bout my girl my girl ive got so much honey the bees envy me ive got a sweeter song than the birds in the trees well i guess you say what can make me feel this way my girl talkin bout my girl my girl i dont need no money fortune or fame i got all the riches baby one man can claim well i guess you say what can make me feel this way my girl talkin bout my girl my girl i got sunshine on a cloudy day with my girl ive even got the month of may with my girl talkin bout talkin bout my girl my girl all i can talk about is my girl my girl,3.0,1,"I've got sunshine on a cloudy day
When it's cold outside, I've got the month of May
I guess you'd say
What can make me feel this way?

My girl, my girl, my girl
Talkin' 'bout my girl, my girl

I've got so much honey, the bees envy me
I've got a sweeter song than the birds in the trees
Well, I guess you'd say
What can make me feel this way?

My girl, my girl, my girl
Talkin' 'bout my girl, my girl

Ooh, ooh
Hey, hey, hey
Ooh, ooh
Hey, hey, hey
Ooh, ooh, yeah

I don't need no money, fortune, or fame
I've got all the riches, baby, one man can claim
Well, I guess you'd say
What can make me feel this way?

My girl, my girl, my girl
Talkin' 'bout my girl, my girl
(Talkin' 'bout my girl)

I've got sunshine on a cloudy day (Woah, woah)
With my girl
I've even got the month of May
With my girl
Talkin' 'bout my girl"
