RankId,Rank,Song_x,Artist_x,Year,Song_y,Artist_y,Lyrics,Source,LyricsStatus,GeniusLyrics
4917,17,Say Something,A Great Big World and Christina Aguilera,2014,say something,a great big world and christina aguilera, say something im giving up on you ill be the one if you want me to anywhere i wouldve followed you say something im giving up on youand i am feeling so small it was over my head i know nothing at alland i will stumble and fall im still learning to love just starting to crawlsay something im giving up on you im sorry that i couldnt get to you anywhere i wouldve followed you say something im giving up on youand i will swallow my pride youre the one that i love and im saying goodbyesay something im giving up on you and im sorry that i couldnt get to you and anywhere i would have followed you oh oh oh oh say something im giving up on yousay something im giving up on you say something ,1.0,1,Instrumental
4918,18,Team,Lorde,2014,team,lorde, wait til youre announced weve not yet lost all our graces the hounds will stay in chains look upon your greatness and shell send the call out send the call out send the call out send the call out send the call out send the call out send the call out send the call out send the call out send the call out send the call out send the call out send the call out send the call out send the call out send the call outcall all the ladies out theyre in their finery a hundred jewels on throats a hundred jewels between teeth now bring my boys in their skin in craters like the moon the moon we love like a brother while he glows through the roomdancing around the lies we tell dancing around big eyes as well ah even the comatose they dont dance and tellchorus we live in cities youll never see on screen not very pretty but we sure know how to run things living in ruins of the palace within my dreams and you know were on each others teamim kind of over getting told to throw my hands up in the air so thereso all the cups got broke shards beneath our feet but it wasnt my fault and everyones competing for a love they wont receive cause what this palace wants is releasechorus we live in cities youll never see on screen not very pretty but we sure know how to run things living in ruins of the palace within my dreams and you know were on each others teamim kind of over getting told to throw my hands up in the air so there im kind of older than i was when i reveled without a care so therechorus we live in cities youll never see on screen not very pretty but we sure know how to run things living in ruins of the palace within my dreams and you know were on each others teamwere on each others team and you know were on each others team were on each others team and you know and you know and you know ,1.0,1,"Wait till you're announced
We've not yet lost all our graces
The hounds will stay in chains
Look upon Your Greatness and She'll send the call out
Send the call out
Send the call out
Send the call out
Send the call out
Send the call out
Send the call out
Send the call out
Send the call out
Send the call out
Send the call out
Send the call out
Send the call out
Send the call out
Send the call out
Send the call out

Call all the ladies out, they're in their finery
A hundred jewels on throats
A hundred jewels between teeth
Now bring my boys in, their skin in craters like the moon
The moon we love like a brother, while he glows through the room

Dancin' around the lies we tell
Dancin' around big eyes as well
Even the comatose, they don't dance and tell

We live in cities you'll never see onscreen
Not very pretty, but we sure know how to run things
Livin' in ruins of a palace within my dreams
And you know we're on each other's team

I'm kind of over gettin' told to throw my hands up in the air
So there

So all the cups got broke
Shards beneath our feet
But it wasn't my fault
And everyone's competing for a love they won't receive
'Cause what this palace wants is release

We live in cities you'll never see onscreen
Not very pretty, but we sure know how to run things
Livin' in ruins of a palace within my dreams
And you know we're on each other's team

I'm kind of over gettin' told to throw my hands up in the air
So there
I'm kind of older than I was when I reveled without a care
So there

We live in cities you'll never see onscreen
Not very pretty, but we sure know how to run things
Livin' in ruins of a palace within my dreams
And you know we're on each other's team

We're on each other's team
And you know we're on each other's team
We're on each other's team
We're on each other's team
And you know, and you know, and you know"
4919,19,Let Her Go,Passenger,2014,let her go,passenger, well you only need the light when its burning low only miss the sun when it starts to snow only know you love her when you let her goonly know youve been high when youre feeling low only hate the road when youre missing home only know you love her when you let her go and you let her gostaring at the bottom of your glass hoping one day youll make a dream last but dreams come slow and they go so fast you see her when you close your eyes maybe one day youll understand why everything you touch surely diesbut you only need the light when its burning low only miss the sun when it starts to snow only know you love her when you let her goonly know youve been high when youre feeling low only hate the road when youre missing home only know you love her when you let her go    memory  byamandah   editor    passengers let it go was famously featured in the heartbreakingly adorable budweiser commercial for super bowl xlvii    see all   staring at the ceiling in the dark same old empty feeling in your heart cause love comes slow and it goes so fastwell you see her when you fall asleep but never to touch and never to keep cause you loved her too much and you dived too deepwell you only need the light when its burning low only miss the sun when it starts to snow only know you love her when you let her goonly know youve been high when youre feeling low only hate the road when youre missing home only know you love her when you let her go and you let her go ooooh ooooh oh noand you let her go ooooh ooooh oh nowell you let her goooooh ooooh oh nocause you only need the light when its burning low only miss the sun when it starts to snow only know you love her when you let her goonly know youve been high when youre feeling low only hate the road when youre missing home only know you love her when you let her gocause you only need the light when its burning low only miss the sun when it starts to snow only know you love her when you let her goonly know youve been high when youre feeling low only hate the road when youre missing home only know you love her when you let her goand you let her go ,1.0,1,"Well you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go...

Staring at the bottom of your glass
Hoping one day you'll make a dream last
But dreams come slow and they go so fast
You see her when you close your eyes
Maybe one day you'll understand why
Everything you touch surely dies

But you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go

Staring at the ceiling in the dark
Same old empty feeling in your heart
'Cause love comes slow and it goes so fast
Well you see her when you fall asleep
But never to touch and never to keep
'Cause you loved her too much and you dived too deep

Well you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go...

Oh, oh, woah, oh, oh
And you let her go
Oh, oh, woah, oh, oh
When you let her go
Whoa

'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go..."
4920,20,Royals,Lorde,2014,royals,lorde, ive never seen a diamond in the flesh i cut my teeth on wedding rings in the movies and im not proud of my address in the torn up town no post code envybut every songs like gold teeth grey goose tripping in the bathroom bloodstains ball gowns trashing the hotel roomwe dont care were driving cadillacs in our dreamsbut everybodys like crystal maybach diamonds on your timepiece jet planes islands tigers on a gold leashwe dont care we arent caught up in your love affairand well never be royals royals it dont run in our blood that kind of lux just aint for us we crave a different kind of buzz let me be your ruler ruler you can call me queen bee and baby ill rule ill rule ill rule ill rule let me live that fantasymy friends and i weve cracked the code we count our dollars on the train to the party and everyone who knows us knows that were fine with this we didnt come from moneybut every songs like gold teeth grey goose tripping in the bathroom bloodstains ball gowns trashing the hotel roomwe dont care were driving cadillacs in our dreamsbut everybodys like crystal maybach diamonds on your timepiece jet planes islands tigers on a gold leashwe dont care we arent caught up in your love affairand well never be royals royals it dont run in our blood that kind of lux just aint for us we crave a different kind of buzz let me be your ruler ruler you can call me queen bee and baby ill rule ill rule ill rule ill rule let me live that fantasyooh ooh oh ooh were better than weve every dreamed and im in love with being queenooh ooh oh ooh life is great without a care we arent caught up in your love affairand well never be royals royals it dont run in our blood that kind of lux just aint for us we crave a different kind of buzz let me be your ruler ruler you can call me queen bee and baby ill rule ill rule ill rule ill rule let me live that fantasy ,1.0,1,"I've never seen a diamond in the flesh
I cut my teeth on wedding rings in the movies
And I'm not proud of my address
In a torn up town, no postcode envy

But every song's like
Gold teeth, Grey Goose, trippin' in the bathroom
Bloodstains, ball gowns, trashin' the hotel room
We don't care; we're driving Cadillacs in our dreams
But everybody's like
Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tiger's on a gold leash
We don't care; we aren't caught up in your love affair

And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (Ruler)
You can call me queen bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy

My friends and I, we've cracked the code
We count our dollars on the train to the party
And everyone who knows us knows
That we're fine with this
We didn't come from money

But every song's like
Gold teeth, Grey Goose, trippin' in the bathroom
Bloodstains, ball gowns, trashin' the hotel room
We don't care; we're driving Cadillacs in our dreams
But everybody's like
Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tiger's on a gold leash
We don't care; we aren't caught up in your love affair

And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (Ruler)
You can call me queen bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy

(Oh, oh-oh)
We're bigger than we ever dreamed
And I'm in love with being queen
(Oh, oh-oh)
Life is great without a care
We aren't caught up in your love affair

And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (Ruler)
You can call me queen bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy"
4921,21,Let It Go,Idina Menzel,2014,let it go,idina menzel, the snow glows white on the mountain tonight not a footprint to be seen a kingdom of isolation and it looks like im the queen the wind is howling like this swirling storm inside couldnt keep it in heaven knows ive trieddont let them in dont let them see be the good girl you always have to be conceal dont feel dont let them know well now they knowlet it go let it go cant hold it back anymore  meaning  bylisanc     this is such a very powerful song especially when i begin to really discover what is the it that i have to let go let it go your true self let your    see all   let it go let it go turn away and slam the door i dont care what theyre going to say let the storm rage on the cold never bothered me anywayits funny how some distance makes everything seem small and the fears that once controlled me cant get to me at allits time to see what i can do to test the limits and break through no right no wrong no rules for me im freelet it go let it go i am one with the wind and sky let it go let it go youll never see me cry here i stand and here ill stay let the storm rage onmy power flurries through the air into the ground my soul is spiraling in frozen fractals all around and one thought crystallizes like an icy blast im never going back the past is in the pastlet it go let it go and ill rise like the break of dawn let it go let it go that perfect girl is gone here i stand in the light of day let the storm rage onthe cold never bothered me anyway ,1.0,1,"The snow glows white on the mountain tonight
Not a footprint to be seen
A kingdom of isolation
And it looks like I'm the queen
The wind is howling like this swirling storm inside
Couldn't keep it in, Heaven knows I've tried

Don't let them in, don't let them see
Be the good girl you always have to be
Conceal, don't feel, don't let them know
Well, now they know!

Let it go, let it go
Can't hold it back anymore
Let it go, let it go
Turn away and slam the door!
I don't care what they're going to say
Let the storm rage on
The cold never bothered me anyway

It's funny how some distance
Makes everything seem small
And the fears that once controlled me
Can't get to me at all!

It's time to see what I can do
To test the limits and break through
No right, no wrong, no rules for me
I'm free!

Let it go, let it go
I'm one with the wind and sky
Let it go, let it go
You'll never see me cry
Here I stand, and here I'll stay
Let the storm rage on!

My power flurries through the air into the ground
My soul is spiraling in frozen fractals all around
And one thought crystallizes like an icy blast
I'm never going back, the past is in the past!

Let it go, let it go
And I'll rise like the break of dawn
Let it go, let it go
That perfect girl is gone
Here I stand in the light of day
Let the storm rage on!

The cold never bothered me anyway"
4922,22,Wake Me Up,Avicii,2014,wake me up,avicii, feeling my way through the darkness guided by a beating heart i cant tell where the journey will end but i know where to start they tell me im too young to understand they say im caught up in a dream well life will pass me by if i dont open up my eyes well thats fine by meso wake me up when its all over when im wiser and im older all this time i was finding myself and i didnt know i was lostso wake me up when its all over when im wiser and im older all this time i was finding myself and i didnt know i was losti tried carrying the weight of the world but i only have two hands i hope i get the chance to travel the world and i dont have any plans i wish that i could stay forever this young not afraid to close my eyes lifes a game made for everyone and love is a prizeso wake me up when its all over when im wiser and im older all this time i was finding myself and i didnt know i was lostso wake me up when its all over when im wiser and im older all this time i was finding myself and i didnt know i was losti didnt know i was lost i didnt know i was lost i didnt know i was lost i didnt know i was lost ,1.0,1,"Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well life will pass me by if I don't open up my eyes
Well that's fine by me

So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know ﻿I was lost


I tried carrying the weight of the world
But I only have two hands
I hope I get the chance to travel the world
But I don't have any plans
I wish that I could stay forever this young
Not afraid to close my eyes
Life's a game﻿ made for everyone
And love is the prize

So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know I was lost

I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know, I didn't know, I didn't know"
4923,23,Demons,Imagine Dragons,2014,demons,imagine dragons, when the days are cold and the cards all fold and the saints we see are all made of goldwhen your dreams all fail and the ones we hail are the worst of all and the bloods run stalei wanna hide the truth i wanna shelter you but with the beast inside theres nowhere we can hideno matter what we breed we still are made of greed this is my kingdom come this is my kingdom comewhen you feel my heat look into my eyes its where my demons hide its where my demons hidedont get too close its dark inside its where my demons hide its where my demons hideat the curtains call its the last of all when the lights fade out all the sinners crawlso they dug your grave and the masquerade will come calling out at the mess youve madedont wanna let you down but i am hell bound though this is all for you dont wanna hide the truthno matter what we breed we still are made of greed this is my kingdom come this is my kingdom comewhen you feel my heat look into my eyes its where my demons hide its where my demons hidedont get too close its dark inside its where my demons hide its where my demons hidethey say its what you make i say its up to fate its woven in my soul i need to let you goyour eyes they shine so bright i wanna save that light i cant escape this now unless you show me howwhen you feel my heat look into my eyes its where my demons hide its where my demons hidedont get too close its dark inside its where my demons hide its where my demons hide ,1.0,1,"When the days are cold and the cards all fold
And the saints we see are all made of gold
When your dreams all fail and the ones we hail
Are the worst of all, and the blood's run stale

I wanna hide the truth, I wanna shelter you
But with the beast inside, there's nowhere we can hide
No matter what we breed, we still are made of greed
This is my kingdom come, this is my kingdom come

When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide

At the curtain's call it's the last of all
When the lights fade out, all the sinners crawl
So they dug your grave and the masquerade
Will come calling out at the mess you made

Don't wanna let you down, but I am hell-bound
Though this is all for you, don't wanna hide the truth
No matter what we breed, we still are made of greed
This is my kingdom come, this is my kingdom come

When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide

They say it's what you make, I say it's up to fate
It's woven in my soul, I need to let you go
Your eyes, they shine so bright, I wanna save that light
I can't escape this now, unless you show me how

When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide"
4924,24,Story of My Life,One Direction,2014,story of my life,one direction, verse 1  harry written in these walls are the stories that i cant explain i leave my heart open but it stays right here empty for daysliam she told me in the morning she dont feel the same about us in her bones it seems to me that when i die these words will be written on my stoneprechorus  zayn and ill be gone gone tonight the ground beneath my feet is open wide the way that i been holdin on too tight with nothing in betweenchorus  harry the story of my life i take her home i drive all night to keep her warm and time is frozen the story of the story ofall the story of my life i give her hope i spend her love until shes broke inside the story of my life the story of the story ofverse 2  niall written on these walls are the colours that i cant change leave my heart open but it stays right here in its cageliam i know that in the morning now ill see us in the light upon a hill although i am broken my heart is untamed stillxprechorus  louis and ill be gone gone tonight the fire beneath my feet is burning bright the way that i been holdin on so tight with nothing in betweenchorus  harry the story of my life i take her home i drive all night to keep her warm and time is frozen the story of the story ofall the story of my life i give her hope i spend her love until shes broke inside the story of my life the story of the story ofbridge  zayn and i been waiting for this time to come around but baby running after you is like chasing the cloudsmiddle 8  niall the story of my life i take her home i drive all night to keep her warm and time is frozenchorus  all the story of my life i give her hope give her hope i spend her love until shes broke inside until shes broke inside the story of my life the story of the story of the story of my life the story of my life the story of the story ofharry the story of my life ,1.0,1,"Written in these walls are the stories that I can't explain
I leave my heart open
But it stays right here empty for days
She told me in the morning
She don't feel the same about us in her bones
It seems to me that when I die
These words will be written on my stone

And I'll be gone, gone tonight
The ground beneath my feet is open wide
The way that I've been holding on too tight
With nothing in between

The story of my life
I take her home
I drive all night
To keep her warm
And time is frozen
The story of my life
I give her hope
I spend her love
Until she's broke inside
The story of my life

Written on these walls are the colours that I can't change
Leave my heart open
But it stays right here in its cage
I know that in the morning, now
I'll see us in the light up on the hill
Although I am broken, my heart is untamed still

And I'll be gone, gone tonight
The fire beneath my feet is burning bright
The way that I've been holding on so tight
With nothing in between

The story of my life
I take her home
I drive all night
To keep her warm
And time is frozen
The story of my life
I give her hope
I spend her love
Until she's broke inside
The story of my life

And I been waiting for this time to come around
But, baby, running after you
Is like chasing the clouds

The story of my life
I take her home
I drive all night
To keep her warm
And time is frozen

The story of my life
I give her hope (Give her hope)
I spend her love
Until she's broke inside
(Until she's broke inside)
The story of my life
The story of my life
The story of my life
The story of my life"
4925,25,Chandelier,Sia,2014,chandelier,sia, party girls dont get hurt cant feel anything when will i learn i push it down push it downim the one for a good time call phones blowin up theyre ringin my doorbell i feel the love feel the loveprechorus 123 123 drink 123 123 drink 123 123 drink    meaning  byjamesg   editor    chandelier is the lead single from australian recording artist sias sixth studio album 1000 forms of fear 2014 it is her first single in four years it    see all   throw em back til i lose countchorus im gonna swing from the chandelier from the chandelier im gonna live like tomorrow doesnt exist like it doesnt exist im gonna fly like a bird through the night feel my tears as they dry im gonna swing from the chandelier from the chandelierbut im holding on for dear life wont look down wont open my eyes keep my glass full until morning light cos im just holding on for tonight help me im holding on for dear life wont look down wont open my eyes keep my glass full until morning light cos im just holding on for tonight on for tonightsun is up im a mess gotta get out now gotta run from this here comes the shame here comes the shameprechorus 123 123 drink 123 123 drink 123 123 drinkchorus im gonna swing from the chandelier from the chandelier im gonna live like tomorrow doesnt exist like it doesnt exist im gonna fly like a bird through the night feel my tears as they dry im gonna swing from the chandelier from the chandelier ,1.0,1,"Party girls don't get hurt
Can't feel anything, when will I learn?
I push it down, push it down
I'm the one ""for a good time call""
Phone's blowin' up, ringin' my doorbell
I feel the love, feel the love

1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
Throw 'em back till I lose count

I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier

But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
On for tonight

Sun is up, I'm a mess
Gotta get out now, gotta run from this
Here comes the shame, here comes the shame

1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
Throw 'em back till I lose count

I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier

But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
On for tonight

On for tonight
'Cause I'm just holding on for tonight
Oh, I'm just holding on for tonight
On for tonight, on for tonight
'Cause I'm just holding on for tonight
'Cause I'm just holding on for tonight
Oh, I'm just holding on for tonight
On for tonight, on for tonight"
4926,26,Black Widow,Iggy Azalea featuring Rita Ora,2014,black widow,iggy azalea featuring rita ora, im gonna love you until you hate me and im gonna show you whats really crazy you shouldve known better then to mess with me harder im gonna love you im gonna love you gonna love you gonna love you like a black widow babythis twisted cat and mouse game always starts the same first were both down to play then somehow you go astray we went from nothing to something liking to loving it was us against the world now we just fucking its like i loved you so much and now i just hate you feeling stupid for all the time that i gave you i wanted all or nothing for us aint no place in between by me believing what you say that you never mean like itll last for ever but now forever aint as long if it wasnt for you i wouldnt be stuck singing this song you was different from my last but now you got a mirror but as it all plays out i see it couldnt be clearer now singyou used to be thirsty for me but now you wanna be set free this is the web the web that you weave so baby now rest in peace its all over with nowim gonna love you until you hate me and im gonna show you whats really crazy you shouldve known better then to mess with me harder im gonna love you im gonna love you gonna love you gonna love you like a black widow babyim gonna love you until it hurts just to get you im doing whatever works youd have never met nobody that will do you how i do ya that will bring you to your knees praise jesus hallelujah imma make you beg for it plead for it till you feel like you breath for it till you do any and everything for it i want you to fiend for it wake up and dream for it till its got you gasping for air and you leave for it til then you have a cat scan and you can check your mind and theres nothing but me on it now its me time believe that if its yours when you want it i wouldnt promise i need that till im everywhere that you be at i cant fall back go quick cause this here is fatal attraction so i take it all or i dont want shityou used to be thirsty for me but now you wanna be set free this is the web the web that you weave so baby now rest in peace its all over with nowim gonna love you until you hate me and im gonna show you whats really crazy you shouldve known better then to mess with me harder im gonna love you im gonna love you gonna love you gonna love you like a black widow baby ,1.0,1,"Best Song
Ariana Grande (featuring Iggy Azalea) — ""Problem"" (WINNER)
Eminem (featuring Rihanna) — ""The Monster""
Katy Perry (featuring Juicy J) — ""Dark Horse""
Pharrell Williams — ""Happy""
Sam Smith — ""Stay With Me""
Best Video
Iggy Azalea (featuring Rita Ora) — ""Black Widow""
Katy Perry (featuring Juicy J) — ""Dark Horse"" (WINNER)
Kiesza — ""Hideaway""
Pharrell Williams — ""Happy""
Sia — ""Chandelier""
Best Female
Ariana Grande (United States) (WINNER)
Beyoncé (United States)
Katy Perry (United States)
Nicki Minaj (Trinidad and Tobago)
Taylor Swift (United States)
Best Male
Ed Sheeran (United Kingdom)
Eminem (United States)
Justin Bieber (Canada) (WINNER)
Justin Timberlake (United States)
Pharrell Williams (United States)
Best New Act
5 Seconds of Summer (Australia) (WINNER)
Ariana Grande (United States)
Charli XCX (United Kingdom)
Kiesza (Canada)
Sam Smith (United Kingdom)
Best Pop
Ariana Grande (United States)
Katy Perry (United States)
Miley Cyrus (United States)
One Direction (United Kingdom/Republic of Ireland) (WINNER)
5 Seconds of Summer (Australia)
Best Rock
Arctic Monkeys (United Kingdom)
The Black Keys (United States)
Coldplay (United Kingdom)
Imagine Dragons (United States)
Linkin Park (United States) (WINNER)
Best Alternative
Fall Out Boy (United States)
Lana Del Rey (United States)
Lorde (New Zealand)
Paramore (United States)
Thirty Seconds To Mars (United States) (WINNER)
Best Electronic
Afrojack (Netherlands)
Avicii (Sweden)
Calvin Harris (United Kingdom) (WINNER)
David Guetta (France)
Hardwell (Netherlands)
Best Hip Hop
Drake (Canada)
Iggy Azalea (Australia)
Kanye West (United States)
Nicki Minaj (Trinidad and Tobago) (WINNER)
Eminem (United States)
Best Live Act
Beyoncé (United States)
Bruno Mars (United States)
Justin Timberlake (United States)
Katy Perry (United States)
One Direction (United Kingdom/Republic of Ireland) (WINNER)
Best World Stage Performance
Afrojack (Netherlands)
B.o.B (United States)
Ellie Goulding (United Kingdom)
Enrique Iglesias (Spain) (WINNER)
Fall Out Boy (United States)
Flo Rida (United States)
Hardwell (Netherlands)
Imagine Dragons (United States)
Kings of Leon (United States)
Linkin Park (United States)
Nicole Scherzinger (United States)
Pharrell Williams (United States)
Simple Plan (Canada)
The Killers (United States)
Best Push Act
Lorde (New Zealand)
John Newman (United Kingdom)
Kid Ink (United States)
Zedd (Germany/Russia)
Cris Cab (United States)
5 Seconds of Summer (Australia) (WINNER)
Sam Smith (United Kingdom)
Kiesza (Canada)
Charli XCX (United Kingdom)
Ariana Grande (United States)
Jungle (United Kingdom)
Biggest Fans
Nicki Minaj (Trinidad and Tobago)
One Direction (United Kingdom/Republic of Ireland) (WINNER)
5 Seconds of Summer (Australia)
Ariana Grande (United States)
Justin Bieber (Canada)
Best Look
Iggy Azalea (Australia)
Katy Perry (United States) (WINNER)
Nicki Minaj (Trinidad and Tobago)
Rita Ora (United Kingdom/Kosovo)
Taylor Swift (United States)
Best Worldwide Act
Africa/India/Middle East: (State of Palestine) Mohammed Assaf
Australia/New Zealand: (Australia) 5 Seconds of Summer
Europe Central: (Germany) Revolverheld
Europe East: (Poland) Dawid Kwiatkowski
Europe North: (United Kingdom/Republic of Ireland) One Direction
Europe South: (Italy) Alessandra Amoroso
Japan/Korea: (South Korea) B.A.P
Latin America: (Mexico) Dulce María
North America:(United States) Fifth Harmony
Southeast Asia/China & Hong Kong/Taiwan: (China) Bibi Zhou (WINNER)
Global Icon
Ozzy Osbourne"
