RankId,Rank,Song_x,Artist_x,Year,Song_y,Artist_y,Lyrics,Source,LyricsStatus,GeniusLyrics
2001,1,Careless Whisper,Wham!,1985,careless whisper,wham featuring george michael, time can never mend the careless whisper of a good friend to the heart and mind if your answers kind theres no comfort in the truth pain is all youll find i should have known better yeahi feel so unsure as i take your hand and lead you to the dance floor as the music dies something in your eyes calls to mind a silver screen and all its sad goodbyesim never gonna dance again guilty feet have got no rhythm though its easy to pretend i know youre not a fool i should have known better than to cheat a friend and waste a chance that id been given so im never gonna dance again the way i danced with youtime can never mend the careless whisper of a good friend to the heart and mind if your answers kind theres no comfort in the truth pain is all youll findim never gonna dance again guilty feet have got no rhythm though its easy to pretend i know youre not a fool i should have known better than to cheat a friend and waste a chance that id been given so im never gonna dance again the way i danced with you never without your love what am i without your lovetonight the music seems so loud i wish that we could lose this crowd maybe its better this way wed hurt each other with the things we want to saywe could have been so good together we could have lived this dance forever but now whos gonna dance with me please stayim never gonna dance again guilty feet have got no rhythm though its easy to pretend i know youre not a fool i should have known better than to cheat a friend and waste a chance that id been given so im never gonna dance again the way i danced with younow that youre gone now that youre gone now that youre gone what i did that was so wrong so wrong that you had to leave me alone ,1.0,1,"Time can never mend
The careless whispers of a good friend
To the heart and mind, ignorance is kind
There's no comfort in the truth, pain is all that you'll find
Should have known better, yeah


I feel so unsure
As I take your hand and lead you to the dance floor
As the music dies, something in your eyes
Calls to mind a silver screen and all its sad goodbyes

I'm never gonna dance again, guilty feet have got no rhythm
Though it's easy to pretend, I know you're not a fool
I should have known better than to cheat a friend
And waste a chance that I'd been given
So I'm never gonna dance again the way I danced with you

Time can never mend
The careless whispers of a good friend
To the heart and mind, ignorance is kind
There's no comfort in the truth, pain is all that you'll find

I'm never gonna dance again, guilty feet have got no rhythm
Though it's easy to pretend, I know you're not a fool
I should have known better than to cheat a friend
And waste a chance that I'd been given
So I'm never gonna dance again the way I danced with you

Never without your love

Tonight the music seems so loud
I wish that we could lose this crowd
Maybe it's better this way
We'd hurt each other with the things we want to say
We could have been so good together
We could have lived this dance forever
But now who's gonna dance with me?
Please stay, and...

I'm never gonna dance again, guilty feet have got no rhythm
Though it's easy to pretend, I know you're not a fool
I should have known better than to cheat a friend
And waste a chance that I'd been given
So I'm never gonna dance again the way I danced with you

Now that you're gone, now that you're gone
Now that you're gone, was what I did so wrong, so wrong
That you had to leave me alone?"
2002,2,Like a Virgin,Madonna,1985,like a virgin,madonna, i made it through the wilderness somehow i made it through didnt know how lost i was until i found youi was beat incomplete id been had i was sad and blue but you made me feel yeah you made me feel shiny and newhoo like a virgin touched for the very first time like a virgin when your heart beats next to minegonna give you all my love boy my fear is fading fast been saving it all for you cause only love can lastyoure so fine and youre mine make me strong yeah you make me bold oh your love thawed out yeah your love thawed out what was scared and coldlike a virgin hey touched for the very first time like a virgin with your heartbeat next to minewhoa whoa ah whoayoure so fine and youre mine ill be yours till the end of time cause you made me feel yeah you made me feel ive nothing to hidelike a virgin hey touched for the very first time like a virgin with your heartbeat next to minelike a virgin ooh ooh like a virgin feels so good inside when you hold me and your heart beats and you love meoh oh ooh whoa ,1.0,1,"I made it through the wilderness
Somehow I made it through
Didn't know how lost I was until I found you
I was beat, incomplete, I'd been had
I was sad and blue, but you made me feel
Yeah, you made me feel shiny and new

Like a virgin
Touched for the very first time
Like a virgin
When your heart beats next to mine

Gonna give you all my love, boy
My fear is fading fast
Been saving it all for you, 'cause only love can last
You're so fine and you're mine
Make me strong, yeah, you make me bold
Oh, your love thawed out
Yeah, your love thawed out what was scared and cold

Like a virgin (hey)
Touched for the very first time
Like a virgin
With your heartbeat next to mine

You're so fine and you're mine
I'll be yours 'til the end of time
'Cause you made me feel
Yeah, you made me feel I've nothing to hide

Like a virgin (hey)
Touched for the very first time
Like a virgin
With your heartbeat next to mine

Like a virgin
Like a virgin
Feels so good inside
When you hold me, and your heart beats, and you love me
Ooh, baby yeah
Can't you hear my heart beat for the very first time?"
2003,3,Wake Me Up Before You Go-Go,Wham!,1985,wake me up before you gogo,wham, jitterbug jitterbug jitterbug jitterbugyou put the boom boom into my heart you send my soul sky high when your lovin starts jitterbug into my brain goes bang bang bang till my feet do the samebut somethings bugging me something aint right my best friend told me what you did last night left me sleeping in my bed i was dreaming but i shouldve been with you insteadwake me up before you go go dont leave me hanging on like a yoyo wake me up before you go go i dont wanna miss it when you hit that highwake me up before you go go cause im not planning on going solo wake me up before you go go take me dancing tonite i wanna hit that high yeah yeahyou get the gray skies outta my way you make the sun shine brighter than doris day turn a bright spark into a flame my beats per minute never been the samecause youre my lady im your fool makes me crazy when you act so cruel come on baby lets not fight well go dancing and everything will be alrightwake me up before you go go dont leave me hanging on like a yoyo wake me up before you go go i dont wanna miss it when you hit that highwake me up before you go go cause im not planning on going solo wake me up before you go go take me dancing tonite i wanna hit that high yeah yeah yeah babyjitterbug jitterbugcuddle up baby move in tight well go dancing tomorrow night its cold out there but its warm in bed they can dance well stay home insteadjitterbugwake me up before you go go dont leave me hanging on like a yoyo wake me up before you go go i dont wanna miss it when you hit that highwake me up before you go go cause im not planning on going solo wake me up before you go go take me dancing tonitewake me up before you go go dont leave me hanging on like a yoyo wake me up before you go go i dont wanna miss it when you hit that highwake me up before you go go cause im not planning on going solo wake me up before you go go take me dancing toniteyeah ,1.0,1,"Jitterbug
Jitterbug
Jitterbug
Jitterbug

You put the boom boom into my heart
You send my soul sky high when your lovin' starts
Jitterbug into my brain (Yeah, yeah)
Goes a bang-bang-bang 'til my feet do the same

But something's buggin' me
Something ain't right
My best friend told me what you did last night
Left me sleepin' in my bed
I was dreamin' but I should've been with you instead

Wake me up before you go-go
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
I don't wanna miss it when you hit that high
Wake me up before you go-go
'Cause I'm not plannin' on going solo
Wake me up before you go-go
Take me dancing tonight
I wanna hit that high
Yeah, yeah

You take the grey skies out of my way
You make the sun shine brighter than Doris Day
Turned a bright spark into a flame (Yeah, yeah)
My beats per minute never been the same
'Cause you're my lady, I'm your fool
It makes me crazy when you act so cruel
Come on, baby, let's not fight
We'll go dancing, everything will be all right

Wake me up before you go-go
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
I don't wanna miss it when you hit that high
Wake me up before you go-go
'Cause I'm not plannin' on going solo
Wake me up before you go-go
Take me dancing tonight
I wanna hit that high
Yeah, yeah, yeah
Baby

Jitterbug
Jitterbug

Cuddle up, baby, move in tight
We'll go dancing tomorrow night
It's cold out there, but it's warm in bed
They can dance, we'll stay home instead
Jitterbug

Wake me up before you go-go
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
I don't wanna miss it when you hit that high
Wake me up before you go-go
'Cause I'm not plannin' on going solo
Wake me up before you go-go
Take me dancing tonight
Wake me up before you go-go
(Don't you dare, to leave me hanging on like a yo-yo-yo-yo-yo)
Don't leave me hanging on like a yo-yo
Wake me up before you go-go
(Take me dancing)
I don't wanna miss it when you hit that high
(A boom-boom-boom-boom, oh)
Wake me up before you go-go
'Cause I'm not plannin' on going solo
(A boom-boom-boom-boom, yeah, yeah, yeah!)
Wake me up before you go-go
Take me dancing tonight
Yeah, yeah"
2004,4,I Want to Know What Love Is,Foreigner,1985,i want to know what love is,foreigner, i gotta take a little time a little time to think things over i better read between the lines in case i need it when im oldernow this mountain i must climb feels like the world upon my shoulders through the clouds i see love shine it keeps me warm as life grows colder    meaning  byamandah   editor    foreigner frontman mick jones said to site ultimate classic rock in an interview that working with the backing choir on i want to know what love is was a    see all   in my life theres been heartache and pain i dont know if i can face it again cant stop now ive traveled so far to change this lonely lifei want to know what love is i want you to show me i want to feel what love is i know you can show meim gonna take a little time a little time to look around me ive got nowhere left to hide it looks like love has finally found mein my life theres been heartache and pain i dont know if i can face it again cant stop now ive traveled so far to change this lonely lifei want to know what love is i want you to show me i want to feel what love is i know you can show me i want to know what love is i want you to show me and i want to feel i want to feel what love is and i know i know you can show melets talk about love i want to know what love is the love that you feel inside i want you to show me and im feeling so much love i want to feel what love is no you just cant hide i know you can show me i want to know what love is lets talk about love i know you can show me i want to feel it too i want to feel what love is i want to feel it too and i know and i know i know you can show me show me love is real yeah i want to know what love is ,1.0,1,"I've gotta take a little time
A little time to think things over
I better read between the lines
In case I need it when I'm older

Now this mountain I must climb
Feels like a world upon my shoulders
Through the clouds I see love shine
It keeps me warm as life grows colder

In my life there's been heartache and pain
I don't know if I can face it again
Can't stop now, I've traveled so far
To change this lonely life

I wanna know what love is
I want you to show me
I wanna feel what love is
I know you can show me

I'm gonna take a little time
A little time to look around me
I've got nowhere left to hide
It looks like love has finally found me

In my life there's been heartache and pain
I don't know if I can face it again
Can't stop now, I've traveled so far
To change this lonely life

I wanna know what love is
I want you to show me
I wanna feel what love is
I know you can show me

I wanna know what love is
I want you to show me
(And I wanna feel) I wanna feel what love is
(And I know) I know you can show me
Let's talk about love

I wanna know what love is (The love that you feel inside)
I want you to show me (And I'm feelin' so much love)
I wanna feel what love is (No, you just cannot hide)
I know you can show me (Yeah)

I wanna know what love is (Let's talk about love)
I want you can show me (I wanna feel)
I wanna feel what love is (And I know, and I know)
I know you can show me (Yeah)
I wanna know what love is (I wanna know)
I want you to show me
I wanna feel what love is (I wanna feel)
I know you can show me"
2005,5,I Feel for You,Chaka Khan,1985,i feel for you,chaka khan, chaka chaka chaka chaka khan chaka khan chaka khan chaka khan chaka khan let me rock you let me rock you chaka khan let me rock you thats all i wanna do chaka khan let me rock you let me rock you chaka khan let me rock you let me feel for you chaka khan let me tell you what i wanna do do you feel for me the way i feel for you chaka khan let me tell you what i wanna do i wanna love you wanna hug you wanna squeeze you too let me take you in my arms let me fill you with my charms chaka cause you know that im the one to keep you warm chaka ill make you more than just a physical dream i wanna rock you chaka baby cause you make me wanna scream let me rock you rock youbaby baby when i look at you i get a warm feeling inside theres something about the things you do that keeps me satisfiedi wouldnt lie to you baby its mainly a physical thing this feeling that i got for you baby makes me wanna singi feel for you i think i love you i feel for you i think i love youchaka khan let me rock you let me rock you chaka khan let me rock you thats all i wanna do chaka khan let me rock you let me rock you chaka khan let me rock you let me feel for you feel for youbaby baby when i lay with you theres no place id rather be i cant believe cant believe its true the things that you do to mei wouldnt lie to you baby im physically attracted to you this feeling that i got for you baby theres nothing that i wouldnt doi feel for you i think i love you i feel for you i think i love youoh oh oohyes sir one more time say yeah i feel for you i think i love you i feel for you i i i think i love youchaka khan let me rock you let me rock you chaka khan let me rock you thats all i wanna do chaka khan let me rock you let me rock you chaka khan let me rock you let me feel for you chaka khan wont you tell me what you wanna do do you feel for me the way i feel for you chaka khan let me tell you what i wanna do i wanna love you wanna hug you wanna squeeze you too let me take you in my arms let me fill you with my charms chaka cause you know that im the one to keep you warm chaka ill make you more than just a physical dream i wanna rock you chaka baby cause you make me wanna scream feel for youi feel for you feel for you i feel it too feel for you i feel for you feel for youi feel for you i think i love you i feel for you i think i love youi feel for you i think i love you i feel for you i think i love youi feel for you i think i love you i feel for you i think i love youi feel for you ,1.0,1,"MELLE MEL:
Chaka, Chaka, Chaka, Chaka Khan
Chaka Khan, Chaka Khan, Chaka Khan
Chaka Khan, let me rock you
Let me rock you, Chaka Khan
Let me rock you, that's all I wanna do
Chaka Khan, let me rock you
Let me rock you, Chaka Khan
Let me rock you, let me feel for you
Chaka Khan let me tell you what I wanna do
Do you feel for me, the way I feel for you
Chaka Khan let me tell you what I wanna do
I wanna love you, wanna hug you, wanna squeeze you too
Let me take you in my arms
Let me fill you with my charms, Chaka
Cause you know that I'm the one to keep you warm
Chaka, I'll make you more than just a physical dream
I wanna rock you, Chaka
Baby, cause you make me wanna scream
Let me rock you, rock you
Baby, baby, when I look at you
I get a warm feeling inside
There's something about the things you do
That keeps me satisfied
I wouldn't lie to you, baby
It's mainly a physical thing
This feeling that i got for you, baby
Makes me wanna sing
CHORUS:
I feel for you
I think I love you
I feel for you
I think I love you
MELLE MEL:
Chaka Khan, let me rock you
Let me rock you, Chaka Khan
Let me rock you, that's all I wanna do
Chaka Khan, let me rock you
Let me rock you, Chaka Khan
Let me rock you, let me feel for you
Feel for you
Baby, baby, when I lay with you
There's no place I'd rather be
I can't believe, can't believe it's true
The things that you do to me
I wouldn't lie to you, baby
I'm physically attracted to you
This feeling that I got for you, baby
There's nothing that I wouldn't do
CHORUS
Yes sir, one more time
Say yeah
I feel for you (I think I love you)
I feel for you (I, I, I think I love you)
MELLE MEL:
Chaka Khan, let me rock you
Let me rock you, Chaka Khan
Let me rock you, that's all I wanna do
Chaka Khan, let me rock you
Let me rock you, Chaka Khan
Let me rock you, let me feel for you
Chaka Khan won't you tell me what you wanna do
Do you feel for me, the way I feel for you
Chaka Khan let me tell you what I wanna do
I wanna love you, wanna hug you, wanna squeeze you too
Let me take you in my arms
Let me fill you with my charms, Chaka
Cause you know that I'm the one to keep you warm
Chaka, I'll make you more than just a physical dream
I wanna rock you, Chaka
Baby, cause you make me wanna scream
Feel for you
I feel for you (Oooh, feel for you)
I feel it too (Oooh, feel for you)
I feel for you (Oooh, feel for you)
CHORUS"
2006,6,Out of Touch,Hall & Oates,1985,out of touch,daryl hall  john oates,shake it up is all that we know using the bodies up as we go im waking up to fantasy the shades all around arent the colors we used to see broken ice still melts in the sun and times that are broken can often be one again were soul alone and soul really matters to me take a look around youre out of touch im out of time but im out of my head when youre not around youre out of touch im out of time but im out of my head when youre not around reaching out for something to hold looking for a love where the climate is cold manic moves and drowsy dreams living in the middle between the two extremes smoking guns hot to the touch would cool down if we didnt use them so much were soul alone and soul really matters to me too much youre out of touch im out of time but im out of my head when youre not around youre out of touch im out of time but im out of my head when youre not around out of touch youre out of touch im out of time but im out of my head when youre not around youre out of touch im out of time but im out of my head when youre not around youre out of touch im out of time but im out of my head when youre not around youre out of touch im out of time but im out of my head when youre not around youre out of touch time but im out of my head when youre not around youre out of touch im out of time not around youre out of touch im out of time but im out of my head when youre not around youre out of touch yeah im out of time but im out of my head when youre not around youre out of touch im out of time,3.0,1,"Shake it up is all that we know
Using the bodies up as we go
I'm waking up to fantasy
The shades all around aren't the colors we used to see
Broken ice still melts in the sun
And times that are broken can often be one again
We're soul alone
And soul really matters to me
Take a look around

You're out of touch
I'm out of time
But I'm out of my head
When you're not around
You're out of touch
I'm out of time
But I'm out of my head
When you're not around

Reaching out for something to hold
Looking for a love where the climate is cold
Manic moves and drowsy dreams
Or living in the middle between the two extremes
Smoking guns hot to the touch
Would cool down if we didn't
Use them so much, yeah
We're soul alone
And soul really matters to me
Too much

You're out of touch
I'm out of time
But I'm out of my head
When you're not around
You're out of touch
I'm out of time
But I'm out of my head
When you're not around
(Out of touch, out of time)
You're out of touch
I'm out of time
But I'm out of my head
When you're not around
You're out of touch (You're soul alone)
I'm out of time
But I'm out of my head
When you're not around"
2007,7,Everybody Wants to Rule the World,Tears for Fears,1985,everybody wants to rule the world,tears for fears, welcome to your life theres no turning back even while we sleep we will find you acting on your best behavior turn your back on mother nature evrybody wants to rule the worldits my own desire its my own remorse help me to decide help me make the most of freedom and of pleasure nothing ever lasts forever everybody wants to rule the worldtheres a room where the light wont find you holding hands while the walls come tumbling down when they do ill be right behind you so glad weve almost made it so sad they had to fade it evrybody wants to rule the worldi cant stand this indecision married with a lack of vision everybody wants to rule the world say that youll never never never need it one headline why believe it everybody wants to rule the world ,1.0,1,"Welcome to your life
There's no turning back
Even while we sleep
We will find you
Acting on your best behaviour
Turn your back on mother nature
Everybody wants to rule the world

It's my own design
It's my own remorse
Help me to decide
Help me make the most
Of freedom and of pleasure
Nothing ever lasts forever
Everybody wants to rule the world

There's a room where the light won't find you
Holding hands while the walls come tumbling down
When they do I'll be right behind you
So glad we've almost made it
So sad they had to fade it
Everybody wants to rule the world


I can't stand this indecision
Married with a lack of vision
Everybody wants to rule the world
Say that you'll never, never, never, never need it
One headline - why believe it?
Everybody wants to rule the world

All for freedom and for pleasure
Nothing ever lasts forever
Everybody wants to rule the world"
2008,8,Money for Nothing,Dire Straits,1985,money for nothing,dire straits, i want my mtvnow look at them yoyos thats the way you do it you play the guitar on the mtv that aint workin thats the way you do it money for nothin and your chicks for freenow that aint workin thats the way you do it lemme tell ya them guys aint dumb maybe get a blister on your little finger maybe get a blister on your thumbwe gotta install microwave ovens custom kitchen deliveries we gotta move these refrigerators we gotta move these color tvswe gotta install microwave ovens custom kitchen deliveries we gotta move these refrigerators we gotta move these color tvsi shoulda learned to play the guitar i shoulda learned to play them drums look at that mama she got it stickin in the camera man we could have some funand hes up there whats that hawaiian noises you bangin on the bongos like a chimpanzee oh that aint workin thats the way you do it get your money for nothin get your chicks for freewe gotta install microwave ovens custom kitchen deliveries we gotta move these refrigerators we gotta move these color tvslisten here now that aint workin thats the way to do it you play the guitar on the mtv that aint workin thats the way you do it money for nothin and your chicks for free money for nothin and the chicks for free get your money for nothin and chicks for free money for nothin and the chicks for free i want my i want my mtv money for nothin and the chicks for free ,1.0,1,"I want my, I want my MTV
I want my, I want my MTV
I want my, I want my MTV
I want my, I want my MTV



Now look at them yo-yo's, that's the way you do it
You play the guitar on the MTV
That ain't workin', that's the way you do it
Money for nothin,' and chicks for free
Now that ain't workin', that's the way you do it
Lemme tell ya, them guys ain't dumb
Maybe get a blister on your little finger
Maybe get a blister on your thumb

We got to install microwave ovens
Custom kitchen deliveries
We got to move these refrigerators
We got to move these color TV's

See the little faggot with the earring and the makeup?
Yeah buddy, that's his own hair
That little faggot got his own jet airplane
That little faggot, he's a millionaire

We got to install microwave ovens
Custom kitchen deliveries
We got to move these refrigerators
We got to move these color TV's

Mover, mover
Uh

We got to install microwave ovens
Custom kitchen deliveries, we got
We got to move these refrigerators
We got to move these color TV's

Looky here, look out

I shoulda learned to play the guitar
I shoulda learned to play them drums
Look at that mama, she got it stickin' in the camera, man, we could have some
And he's up there, what's that? Hawaiian noises?
Bangin' on the bongos like a chimpanzee
That ain't workin', that's the way you do it
Get your money for nothin', get your chicks for free

We got to install microwave ovens
Custom kitchen deliveries
We got to move these refrigerators
We got to move these color TV's

Listen here
Now that ain't workin', that's the way you do it
You play the guitar on the MTV
That ain't workin', that's the way you do it
Money for nothin', and your chicks for free

Money for nothin',  and chicks for free
Money for nothin', chicks for free
Money for nothin', chicks for free
Money for nothin', chicks for free
(Money for nothin') Money for nothin', chicks for free
Money for nothin', chicks for free
Money for nothin', chicks for free
Money for nothin', chicks for free
Look at that, look at that
Money for nothin' (I want my, I want my)
Chicks for free (I want my MTV)
Money for nothin' (I want my, I want my)
Chicks for free (I want my MTV)
Money for nothin' (I want my, I want my)
Chicks for free (I want my MTV)
Money for nothin' (I want my, I want my)
Chicks for free (I want my MTV)
Easy, easy money for nothin' (I want my, I want my)
Easy, easy chicks for free (I want my MTV)
Easy, easy money for nothin' (I want my, I want my)
Chicks for free (I want my MTV)
That ain't workin'


Money for nothin', chicks for free
Money for nothin', chicks for free"
2009,9,Crazy for You,Madonna,1985,crazy for you,madonna, swaying room as the music starts strangers making the most of the dark two by two their bodies become onei see you through the smokey air cant you feel the weight of my stare youre so close but still a world away what im dying to say is thatim crazy for you touch me once and youll know its true i never wanted anyone like this its all brand new youll feel it in my kiss im crazy for you crazy for youtrying hard to control my heart i walk over to where you are eye to eye we meet no words at allslowly now we begin to move every breath im deeper into you soon we two are standing still in time if you read my mind youll seeim crazy for you touch me once and youll know its true i never wanted anyone like this its all brand new youll feel it in my kiss youll feel it in my kiss because im crazy for you touch me once and youll know its true i never wanted anyone like this its all brand new youll feel it in my kiss im crazy for you crazy for you crazy for you crazy for you its all brand new im crazy for you and you know its true im crazy crazy for you its all brand new im crazy for you and you know its true yeah im crazy for you ,1.0,1,"Swaying room as the music starts
Strangers making the most of the dark
Two by two their bodies become one

I see you through the smokey air
Can't you feel the weight of my stare
You're so close but still a world away
What I'm dying to say, is that

I'm crazy for you
Touch me once and you'll know it's true
I never wanted anyone like this
It's all brand new
You'll feel it in my kiss
I'm crazy for you, crazy for you

Trying hard to control my heart
I walk over to where you are
Eye to eye we need no words at all

Slowly now we begin to move
Every breath I'm deeper into you
Soon we two are standing still in time
If you read my mind, you'll see

I'm crazy for you
Touch me once and you'll know it's true
I never wanted anyone like this
It's all brand new
You'll feel it in my kiss
You'll feel it in my kiss
Because I'm crazy for you
Touch me once and you'll know it's true
I never wanted anyone like this
It's all brand new
You'll feel it in my kiss
I'm crazy for you
Crazy for you
Crazy for you

It's all brand new, I'm crazy for you
And you know it's true
I'm crazy, crazy for you
It's all brand new, I'm crazy for you
And you know it's true
Yeah, I'm crazy for you
Crazy for you, baby
I'm crazy for you
Crazy for you, baby"
2010,10,Take On Me,a-ha,1985,take on me,aha, were talking away i dont know what im to say ill say it anyway todays another day to find you shying away ill be coming for your love okaytake on me take on me take me on take on me ill be gone in a day or twoso needless to say im odds and ends ill be stumbling away slowly learning that life is ok say after me its no better to be safe than sorrytake on me take on me take me on take on me ill be gone in a day or twooh the things that you say is it live or just to play my worries away youre all the things ive got to remember youre shying away ill be coming for you anywaytake on me take on me take me on take on me ill be gone in a daytake on me take on me take me on take on me ill be gone take on me in a day ,1.0,1,"We're talking away
I don't know what I'm to say
I'll say it anyway
Today's another day to find you
Shying away
I'll be coming for your love, OK?

Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day or two

So needless to say
I'm odds and ends
But I'll be stumbling away
Slowly learning that life is ok
Say after me
It's no better to be safe than sorry

Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day or two

Oh, things that you say
Is it a life or just to play my worries away?
You're all the things I've got to remember
You're shying away
I'll be coming for you anyway

Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day
Take on me (Take on me)
Take me on (Take on me)
I'll be gone
In a day"
